title|llm_output|filtered_count
In the battle for Hollywood endorsements - and cash - Clinton rules|true|10
 Trump U. EXPLICITLY Taught Students To Exploit Our Most Vulnerable People In Worst Way Imaginable|true|9
Khamenei says Iran, Turkey must act against Kurdish secession: TV|true|7
Trump chief of staff's Civil War comment sparks criticism|true|10
LIBERAL HACK ALEC BALDWIN Performed Rank Trump-Bashing Skit Last Night…Baldwin Is No Saint!|fake|10
Romney in mix with others for secretary of state: Trump adviser|fake|10
Approval of President Trump drops to lowest since inauguration: Reuters/Ipsos poll|true|10
Somali lawmakers seek to impeach president amid political crisis|true|10
CHILDISH CNN HOST Refuses To Call Trump Her President: “He’s YOUR President” [Video]|fake|9
Obama says protectionism no answer to inequalities of globalization|true|8
Trump says he was against Iraq war despite Howard Stern interview|true|10
WOW! New Email (Pictured) Uncovered Shows Hillary Telling Top Aide It’s A ‘Good Idea’ To Lie|fake|9
UK's May says Brexit talks must focus on future relationship|true|10
Trump may have stopped the bleeding, but not the worrying|true|10
 WATCH: Trump Supporter Claims Confederate Flag Is Not Racist And Civil War Wasn’t About Slavery|fake|10
 OOPS: Trump Just Accidentally Confirmed He Leaked Israeli Intelligence To Russia (VIDEO)|fake|8
 AG Sessions Persuaded Trump To End DACA, Then Race-Baited His Way Through The Speech That Killed It|true|9
FORGET ABOUT RUSSIA…Here’s What’s REALLY Affecting Our Elections: Pro-Hillary Detroit City Clerk…Hired ILLITERATE Poll Workers And MORE|fake|10
Trump scales back tax cuts in new economic plan|true|10
Episode #208 – ‘Not The Network’ – Sunday Wire with Hesher, Funk$oul and Patrick Henningsen Live from Iraq|fake|10
U.S. police deaths build momentum for law to treat attacks as hate crimes|true|10
U.N. Security Council urges Myanmar to stop excessive military force|fake|1
Ryan, House Republicans offer plan to slice U.S. tax rates|true|10
Iraq's top Shi'ite cleric Sistani opposes secession of Kurdish region|true|10
 Elderly California Man Just Savaged A GOP Congressman To His FACE|fake|10
DEMOCRAT CLERK Claims Election “Not Rigged” But “Bungled Beyond Belief”|fake|2
 Because Of Trump, We Need An Equal Rights Amendment NOW|fake|10
In a first, Myanmar's 'ethnic cleansing' unites Suu Kyi's party, army and public|fake|7
Trump strikes blow at Iran nuclear deal in major U.S. policy shift|true|10
N.J. Governor Christie signs Atlantic City rescue package into law|true|10
TESTY SHEILA JACKSON LEE Challenges Trump’s Budget Director: “You’re not a doctor?”…Director: “Are you?” [Video]|fake|9
White House defends move to curb regulations|true|10
LEFTIST MEDIA DESTROYED Mike Flynn, Cracked Jokes After Horrible LIE Obama’s National Security Advisor Told Media, Families Of Benghazi Victims [VIDEO]|fake|10
Soda taxes spread after votes in four U.S. cities|true|10
Clinton Foundation plans to spin off flagship health project|true|10
 Trump Tries To Court The Gay Community, Instead They Trend #LGBTQHatesTrumpParty (TWEETS)|true|9
Clinton names close confidants, Obama veterans to transition team|true|10
U.S. judge will not dismiss accused Mexican drug lord El Chapo's indictment|true|9
Judge lets Wisconsin officials decide how to perform presidential vote recount|true|10
Britain says Moody's downgrade based on 'outdated' Brexit view|true|10
Second phase of Brexit talks will be harder than first: EU's Juncker|true|9
 Trump Meeting Privately With Putin, Asked Aides For Gifts To Give Him|true|10
DEVASTATING 30 SECOND Commercial Shows Scary Truth About TARGET’S Dangerous Open Door Bathroom Policy [VIDEO]|fake|10
Tillerson lands in Riyadh at start of Gulf, South Asia tour|fake|5
Turkey's Erdogan calls Iraqi Kurdish referendum illegitimate|true|10
 San Francisco Cops Caught Sending Racist, Homophobic Texts – AGAIN (VIDEO)|true|10
83 Yr Old Supreme Court Justice Ginsburg Gives Rare Interview To BBC: Talks Retirement…Expresses “Hope” In Anti-Trump Protesters[VIDEO]|true|10
Egyptian activists detained by court for protesting Red Sea islands transfer|true|10
Democrat Ralph Northam wins Virginia governor's race: media|true|10
GERMANY ELECTION BOMBSHELL: OPEN BORDERS Angela Merkel CLOBBERED At Polls…Party That Suggested Germany May Need To Start Shooting Migrants At Border WINS By Double Digits|fake|10
U.S. imposing more sanctions against N.Korea soon: White House|true|9
 Paul LePage Claims Election Will Be Rigged In Maine, Gets HUMILIATED By Secretary Of State|fake|9
 Trump Attacks The ‘Failing’ New York Times, But The Internet Sets Him Straight About Who’s ‘Failing’ (TWEETS)|true|10
Trump will not visit FBI headquarters: MSNBC|fake|10
 What Dan Rather Has To Say About Trump’s ‘Deadly Serious’ Flynn Scandal Is ‘Chilling’|fake|7
North Carolina police probe arson, graffiti threat at Republican office|fake|7
Senate Republicans may repeal Obamacare's mandate in tax bill: Cornyn|true|10
Pentagon chief, Saudi deputy crown prince discuss fight against Islamic State|fake|10
Britain's May says action will be taken on sexual abuse in parliament|true|10
GUT WRENCHING: OBAMA Meets With Rappers To Discuss Criminal Justice Reform…Doublespeak For Pardoning Criminals, Investigating Cops|fake|10
 MSNBC SKEWERS Donald Trump For Accusing Them Of Editing Abortion Question (VIDEO)|fake|10
Insight: Rap and the Party: China taps youth culture to hook millennial cadres|true|10
U.S. derivatives regulator splits with White House over budget|fake|5
Once on the outside, conservative Koch network warms to Trump|true|10
 Hillary Perfectly Mocked The GOP Debate As It Happened With These HILARIOUS Tweets|fake|10
Hard Irish border post-Brexit would be risk to peace: Coveney|true|10
New Zealand Labour leader says will reach out to NZ First in next couple of days|fake|1
Syria rebels await action from Trump on safe zones, Damascus silent|true|10
Family of Australian woman fatally shot wants Minnesota cop charged|true|10
TRUMP SAYS “NO” To Pro-Amnesty Koch Brother’s Influence…Won’t Meet With Them|true|10
After Brexit, UK aims for trade deal with EU that tops Canada pact|true|10
Facebook changes policies on 'Trending Topics' after criticism|true|10
FBI Arrest Cliven Bundy at Portland Airport – Charged with Federal Conspiracy|fake|9
Lawsuit says North Carolina bathroom law still harmful|true|10
WOW! HILLARY SUPPORTER CAUGHT On Undercover Camera Saying “It’s Okay” To Rip Up Republican Voter Registrations [VIDEO]|fake|9
Factbox: Trump on Twitter (September 6) - Hurricane, tax cuts|true|10
Rosneft's Sechin to miss hearing at ex-minister corruption trial: media|true|10
 Trump Spokesperson Upset At Lack Of ‘Pure Breeds’ Running For President (TWEETS)|true|9
FLASHBACK: PRESIDENT-ELECT DONALD TRUMP Sings The Green Acres Theme Song…What A Good Sport! [Video]|fake|10
 Federal Judge Questions Trump’s Legitimacy After Attack On Fellow Judge For Halting Muslim Ban|fake|10
Senator Bob Menendez faces federal corruption trial|true|10
MEGYN KELLY CONTINUES HER OBSESSION With Trump…ANGRY He Won’t Apologize To Hillary’s “Khan Man” [VIDEO]|fake|3
 Sarah Silverman And Bill Maher DESTROY ‘Fact-Free’ Republican Debate (VIDEO)|fake|10
 97-Year-Old Woman Dies After Being Evicted From Her Lifelong Home (VIDEO)|true|10
Trump for president? Ladbrokes odds improve after New Hampshire|true|6
Trump to get a range of options to curb steel imports: senators|true|9
Lebanese woman shot dead by four-year-old son in gun accident|fake|1
THE VIEW’S Whoopi Goldberg To Co-Host: “This Is Why Black People Don’t Wanna Talk To White People” [VIDEO]|fake|7
 Bette Midler’s Response To Trump Not Accepting Election Results Absolutely MAGICAL (TWEET)|fake|10
HILLARY’S CAMPAIGN MANAGER STAMMERS When Asked Why Using Trump’s Stolen Tax Returns Are Okay, But Wikileaks Emails Aren’t [VIDEO]|fake|10
Maine Senate leaders will not seek special session to chide LePage|true|9
Trump says no 'rush' to get healthcare legislation done next week|true|10
Trump to lay out healthcare revamp details in speech to Congress|true|10
BILL CLINTON LOSES IT With Heckler In Finger-Pointing Rant: “I defended Obama…” [Video]|fake|3
WATCH: “HANOI JANE” FONDA Had Chance To Expose Sexual Predator Harvey Weinstein One Year Ago…The Reason DIDN’T Is LAUGHABLE|fake|10
China's neo-Maoists welcome Xi's new era, but say he is not the new Mao|true|10
MOOCH CAMPAIGNED ON Changing U.S. History…Was NEVER Proud Of America…Now America’s “Great”? Did Cop Killings And Race Wars Make It “Great”?|fake|10
Britain raises security threat level to critical, PM May says|fake|10
Pastor cuts Trump short during anti-Clinton speech in Flint|true|10
Watch as Assad Destroys US Reporter Michael Isikoff in Interview|fake|10
White House says no determination yet on 'Dreamer' immigrants|true|10
 WATCH: Army Vet WRECKS Trump – Here’s the REAL Reason He Gave Generals More Control Over Bombing|fake|9
 Trump SURRENDERS, Admits His Business Is A Conflict of Interest|true|10
State crackdown fuels independence push in Anglophone Cameroon|fake|9
HE’S BACK! He’s Got Investors Putting Up $12 MILLION And Plans To Make “Liberal Professors, Journalists Lives A Living Hell”|fake|7
In Ohio, a spelling error could cost you your vote|fake|9
Republican foreign policy veterans in quandary over Trump|true|10
Trump says Puerto Rico obliterated by Hurricane Maria|true|8
Thousands of homes wrecked by huge Mexican quake, death toll at 91|true|10
U.N. seeks 1,300 places for refugees from Libya|true|10
TRUMP EXPOSES TRUTH ABOUT WHY U.S. STATE DEPT CHOOSES MUSLIM SYRIAN REFUGEES OVER CHRISTIANS [Video]|true|9
Supreme Court dismisses Hawaii's challenge to Trump travel ban|true|9
 Texas Moving To Ban Jews, Muslims, and Gays from Adopting|true|10
DEMOCRAT ALAN DERSHOWITZ Calls Out Court’s Ruling on Travel Order: If Obama had issued same ban, It would’ve been upheld [Video]|fake|10
Mueller impanels Washington grand jury in Russia probe: Wall Street Journal|fake|9
EU pushes to curb Africa migration more, still split on hosting refugees|true|10
 Arnold Schwarzenegger HAMMERS Trump For Claiming He Was Fired From ‘Celebrity Apprentice’|fake|5
 Black Chicago Teen Calls Cops 3 times For Help Before They Execute Him (VIDEO)|fake|10
 SNL’s ‘Bern Your Enthusiasm’ Explains How Bernie Sanders ACTUALLY Lost Iowa (VIDEO)|true|8
LOL! WATCH DEMOCRAT DINGBAT Sheila Jackson Lee Repeatedly Confuse “Hurricane Sandy” With “Sandy Hook”|fake|6
Libyans swap jewelry for medical treatment as crisis bites|fake|5
BREAKING: COURAGEOUS FEDERAL JUDGE DENIES OBAMA’S REQUEST TO LIFT STAY ON EXECUTIVE AMNESTY|fake|10
COMMIE CALIFORNIA BILL Would Allow Prosecution Of Climate Scam Dissent|fake|3
 Samantha Bee Brilliantly Roasts GOP Candidates: ‘Men Are Just Too Emotional To Be President’ (VIDEO)|fake|10
German liberals would expect finance ministry in Merkel coalition|fake|9
Syria's Assad calls U.S.-backed militias 'traitors'|true|10
 Conservative Christian Running For Congress Shares Screenshot With Porn Tabs Open (IMAGES)|true|10
Kenyan President Kenyatta wins 98 percent of vote in repeat election|true|10
Russia ready to cooperate with U.S., Russia's Lavrov told Tillerson: ministry|fake|10
LEFTIST ALAN COLMES THINKS WE SHOULD STOP “USING” THE NATIONAL ANTHEM AT SPORTING EVENTS|fake|8
Trump blasts Russia probe, touts ex-adviser Page over FBI, CIA|true|10
 Reince Priebus Mansplained Hillary’s Behavior During Forum, And It’s REPULSIVE (TWEET)|true|10
U.S. officials to hold Friday briefing on 'enhanced global security'|true|9
Trump's disputes with local governments could create fresh conflicts of interest|true|9
DIRTY COP WHO LEAKED Charges Against Former Trump Campaign Manager To CNN From SEALED Grand Jury Information Is Revealed|fake|10
 Brilliant Facebook Post Puts Idiocy And Hypocrisy Of ‘All Lives Matter’ Into Razor-Sharp Focus|fake|10
Desperation? The Clinton Grifters Go Back On The Campaign Trail|fake|10
Obama Joins Comedy Central Host to Push ‘Laughable’ Establishment Conspiracy Theory on DNC Leaks|fake|7
WAR ON CHRISTMAS: FEDS TO REGULATE CHRISTMAS LIGHTS|fake|10
U.S. pressure delays Israel's 'Greater Jerusalem' bill: legislator|true|10
FRANCE: REFUGEE PAYS ANOTHER REFUGEE To Rape Worker As Pay Back For THIS|fake|10
U.S. health secretary: House health bill is just first step|true|10
HOLLYWOOD “ACTRESS” LENA DUNHAM: I ‘Haven’t Had an Abortion, But I Wish I Had’|fake|10
BLOODY 4TH OF JULY WEEKEND UPDATE: Obama’s Hometown Of Chicago…64 Shot, 6 Killed, Including 39 Yr Old Father, 3 And 10 Yr Old Daughters…Black Reverend Cautions Those Who Blame Guns or Cops|fake|1
 In 2 Minutes This Woman PERFECTLY Explains Why Racism Is A Mental Illness (VIDEO)|fake|10
NZ Green Party leader in talks with Labour-led coalition government|true|9
House Speaker Ryan calls for less violence on presidential campaign trail|true|10
Boiler Room EP #116 – Trigger GIFs, Send in the Clowns|fake|10
Congo naval boats battle rebels on Lake Tanganyika|true|10
TRUMP WAS RIGHT! Audit Reveals State Dept. Cybersecurity Deteriorated Under Clinton|fake|10
 Another Win For The NRA: Court Rules That Cities Can’t Protect Themselves From Gun Violence|true|10
McConnell says U.S. government shutdown over DACA 'ridiculous'|true|8
Democrat Clinton raised more than $140 million in August: campaign|true|10
German SPD to start talks with Merkel next week if members agree|fake|9
 Governor Of Texas Unveils Detailed Plan To OVERTHROW The Federal Government|fake|6
NASCAR OWNERS Put Anyone Who Disrespects Our Flag or Law Enforcement On Notice…YOU’LL BE FIRED!|fake|10
Trump fires communications director Scaramucci in new White House upheaval|true|10
 Obama Absolutely RIPS The GOP’s ‘Vulgar And Divisive’ Campaign (VIDEO)|true|7
Human Rights Watch calls on Singapore to relax free speech, assembly laws|true|10
America’s ‘Hottest’ Conservative Joins Fox News Team|fake|6
Top House intelligence panel Democrat wants testimony from Facebook, Twitter|fake|10
TOBY KEITH Has AWESOME Response To Crybaby Attacks Over Trump Inauguration Performance [VIDEO]|fake|10
Trump changes tune on UK's Cameron: now sees 'a good relationship'|fake|10
THE FIX IS IN: JUDGE QUICKLY BLOCKS ABORTION VIDEOS AND NOW WE KNOW THE REST OF THE STORY|fake|8
 Trump Tells ‘Morning Joe’ He ACTUALLY Plans To Start A Nuclear Arms Race (VIDEO)|true|7
Trump torture remarks 'lay down gauntlet' for other states: U.N. expert|true|9
Mexico minister says Trump team receptive in trade discussions|fake|9
Moscow has never supported complete embargo on North Korea: RIA cites deputy FM|true|10
Germany's Greens all but rule out three-way 'Jamaica' coalition|true|10
Senior U.S. Republican questions Trump's South Korea, Asia trade moves|fake|1
 Slain Officer Had Just Written These Emotional Words On Being A Black Cop In America|true|10
White House: Congress has more work to do on spending bill|fake|10
MSNBC REPORTER SHOCKED After Leftists Call For His Firing For Pointing Out Trump’s Genuine Compassion For TX Flood Victims: “Grandpa who the public never sees”|fake|7
EU looks for 'big pot of money' to handle migration|fake|9
Motorbike explosion in Syrian city kills child, monitors say|true|8
DIAMOND AND SILK Go Off On Michelle Obama For Saying We Lost HOPE [Video]|fake|8
New 9/11 Trailer – Featuring Charlie Sheen and Whoopi Goldberg|fake|10
Egyptian Muslim leader rejects meeting with U.S. Pence over Jerusalem: statement|fake|10
